chromosome	first base of the intron	last base of the intron	strand	intron motif	is annotated	number of uniquely mapping reads crossing the junction	number of multi-mapping reads crossing the junction	maximum spliced alignment overhang	is_in_gtf_junction	filename	pp_id	learning	exp
4	9825170	9826741	1	1	1	0	12	31	False	seq2.5F1B_p.NG-8304_Dscam1_lib80429_4049_1_SJ.out.tab	5F1B_p	1	4049
4	9825275	9826741	1	1	1	18	8526	31	False	seq2.5F1B_p.NG-8304_Dscam1_lib80429_4049_1_SJ.out.tab	5F1B_p	1	4049
4	9807598	9809023	1	1	1	3	0	36	True	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9809027	1	1	1	223	13	36	True	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9809345	1	1	1	30	5	36	True	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9809543	1	1	1	18	173	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9809726	1	1	1	282	29	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9811174	1	1	1	1	8	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9811237	1	1	1	21	224	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9811457	1	1	1	948	95	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9813002	1	1	1	195	14	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9813198	1	1	1	340	28	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9813834	1	1	1	2	0	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9813855	1	1	1	428	31	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9813979	1	1	1	2	1	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9814014	1	1	1	1157	58	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9814227	1	1	1	9	0	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9814252	1	1	1	1403	151	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9814491	1	1	1	0	19	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9814505	1	1	1	7	250	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9814684	1	1	1	586	43	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9814690	1	1	1	1	1	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9814923	1	1	1	776	49	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9815244	1	1	1	4	436	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9815435	1	1	1	3	224	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9815740	1	1	1	245	22	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9815992	1	1	0	0	8	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9816211	1	1	0	0	8	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9816438	1	1	1	254	11	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9817769	1	1	1	66	7	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9817954	1	1	1	188	10	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9818177	1	1	1	650	112	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9818468	1	1	1	404	23	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9819293	1	1	1	199	19	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9819295	1	1	1	1	0	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9819497	1	1	1	275	22	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9819695	1	1	1	453	19	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9819919	1	1	1	111	15	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9820097	1	1	1	261	20	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9820410	1	1	1	50	7	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9820722	1	1	1	1209	83	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9820724	1	1	1	2	0	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9821056	1	1	1	318	17	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9821249	1	1	1	528	23	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9821461	1	1	1	432	19	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9821648	1	1	1	505	48	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9821847	1	1	1	34	0	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9822007	1	1	1	143	27	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9822188	1	1	1	118	9	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9822421	1	1	1	114	5	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9822590	1	1	1	433	28	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9822764	1	1	1	138	9	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9823039	1	1	1	873	53	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9823251	1	1	1	97	11	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9823482	1	1	1	2	53	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9823637	1	1	1	3	428	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9823655	1	1	1	0	20	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9824204	1	1	1	120	61	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9825060	1	1	1	0	4355	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9825106	1	1	1	0	9	36	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807598	9826741	1	1	1	0	71	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807602	9821648	1	1	1	54	7	40	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9807602	9825060	1	1	1	0	1	40	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9809152	9826741	1	1	1	223	5	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9809470	9826741	1	1	1	30	2	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9809668	9826741	1	1	1	2	156	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9809851	9826741	1	1	1	262	4	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9811362	9826741	1	1	1	0	234	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9811470	9814935	1	3	1	1	0	12	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9811582	9826741	1	1	1	940	25	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9813127	9826741	1	1	1	192	3	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9813327	9826741	1	1	1	345	7	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9813762	9826741	1	1	1	4	0	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9813980	9826741	1	1	1	387	19	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9814139	9826741	1	1	1	1023	19	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9814374	9826741	1	1	1	1548	41	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9814630	9826741	1	1	1	3	290	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9814812	9814923	1	1	1	0	1	8	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9814812	9826741	1	1	1	560	9	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9815057	9826741	1	1	1	825	17	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9815355	9825255	1	1	1	0	1	19	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9815369	9826741	1	1	1	0	421	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9815560	9826741	1	1	1	0	200	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9815865	9826741	1	1	1	242	6	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9816336	9826741	1	1	1	4	7	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9816563	9826741	1	1	1	268	4	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9817894	9826741	1	1	1	66	3	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9818079	9826741	1	1	1	152	3	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9818302	9826741	1	1	1	690	29	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9818593	9826741	1	1	1	387	14	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9819418	9826741	1	1	1	203	11	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9819622	9826741	1	1	1	228	8	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9819820	9826741	1	1	1	498	9	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9820044	9826741	1	1	1	102	3	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9820222	9826741	1	1	1	277	7	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9820538	9826741	1	1	1	47	1	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9820847	9826741	1	1	1	1206	31	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9821181	9826741	1	1	1	362	9	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9821374	9826741	1	1	1	530	4	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9821586	9826741	1	1	1	435	9	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9821770	9826741	1	1	1	575	10	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9821969	9826741	1	1	1	35	0	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9822132	9826741	1	1	1	136	6	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9822313	9826741	1	1	1	136	3	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9822546	9826741	1	1	1	113	2	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9822715	9826741	1	1	1	426	21	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9822889	9826741	1	1	1	161	3	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9823164	9826741	1	1	1	855	16	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9823379	9826741	1	1	1	134	4	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9823613	9826741	1	1	1	1	8	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9823765	9826741	1	1	1	2	478	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9823864	9826741	1	1	1	0	17	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9824326	9826741	1	1	1	127	5	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9825170	9826741	1	1	1	0	5	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9825275	9826741	1	1	1	16	5220	31	False	seq2.5F1A_unp.NG-8304_Dscam1_lib80429_4024_1_SJ.out.tab	5F1A_unp	0	4024
4	9829345	9829646	1	1	1	241	8	32	True	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9829345	9830002	1	1	1	16	0	32	True	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9829345	9830133	1	1	1	102	0	32	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9829345	9830168	1	1	1	95	1	32	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9829345	9830639	1	1	1	340	2	32	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9829345	9831184	1	1	1	64	0	32	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9829345	9831683	1	1	1	306	0	32	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9829345	9832520	1	1	1	1	0	32	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9829345	9833609	1	1	1	121	1	32	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9829345	9834097	1	1	1	7	0	32	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9829345	9834110	1	1	1	295	0	32	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9829345	9834599	1	1	1	100	1	32	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9829345	9834703	1	1	1	22	0	32	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9829345	9835178	1	1	1	260	0	32	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9829345	9835698	1	1	1	178	0	33	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9829345	9836271	1	1	1	199	0	32	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9829345	9836763	1	1	1	95	0	32	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9829345	9837365	1	1	1	8	0	32	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9829345	9837386	1	1	1	1403	0	32	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9829345	9837397	1	1	1	6	0	32	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9829345	9837867	1	1	1	136	1	32	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9829345	9838396	1	1	1	645	1	32	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9829345	9839114	1	1	1	18	0	32	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9829345	9840100	1	1	1	3740	2	32	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9829345	9840113	1	1	1	35	0	32	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9829345	9840117	1	1	1	11	0	32	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9829345	9840548	1	1	1	38	0	32	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9829345	9842772	1	1	1	182	0	32	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9829692	9842772	1	1	1	6	0	45	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9829864	9842772	1	1	1	235	7	57	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9830422	9842772	1	1	1	214	0	57	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9830857	9837633	1	3	1	1	0	22	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9830934	9842772	1	1	1	335	1	57	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9831479	9842772	1	1	1	62	0	57	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9831972	9842772	1	1	1	299	0	57	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9832824	9842772	1	1	1	1	0	57	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9833888	9842772	1	1	1	38	0	57	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9833895	9842772	1	1	1	79	0	57	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9834402	9842772	1	1	1	298	0	57	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9834888	9842772	1	1	1	120	1	57	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9835470	9842772	1	1	1	257	1	57	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9835990	9842772	1	1	1	174	1	57	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9836563	9842772	1	1	1	194	0	57	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9837058	9842772	1	1	1	93	0	57	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9837674	9842772	1	1	1	101	0	57	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9837681	9842772	1	1	1	1307	0	57	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9838159	9842772	1	1	1	134	0	57	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9838685	9842772	1	1	1	633	0	57	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9839397	9842772	1	1	1	17	0	57	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9840191	9842772	1	1	1	3800	1	57	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9840837	9842772	1	1	1	33	0	57	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9840852	9842772	1	1	1	5	0	57	False	seq2.9F2_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	9F2_p	1	3962
4	9807598	9809023	1	1	1	0	5	36	True	seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	5F1B_p	1	3962
4	9807598	9809027	1	1	1	6	131	36	True	seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	5F1B_p	1	3962
4	9807598	9809345	1	1	1	2	6	36	False	seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	5F1B_p	1	3962
4	9807598	9809515	1	1	1	0	1	36	False	seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	5F1B_p	1	3962
4	9807598	9809519	1	1	1	0	1	36	False	seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	5F1B_p	1	3962
4	9807598	9809543	1	1	1	2	82	36	False	seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	5F1B_p	1	3962
4	9807598	9809726	1	1	1	4	168	36	False	seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	5F1B_p	1	3962
4	9807598	9811174	1	1	1	0	7	36	False	seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	5F1B_p	1	3962
4	9807598	9811237	1	1	1	3	184	36	False	seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab	5F1B_p	1	3962
