"","chromosome","first.base.of.the.intron","last.base.of.the.intron","strand","intron.motif","is.annotated","number.of.uniquely.mapping.reads.crossing.the.junction","number.of.multi.mapping.reads.crossing.the.junction","maximum.spliced.alignment.overhang","is_in_gtf_junction","filename","pp_id","learning","exp","chr","i.strand","category"
"137",4,9811582,9826741,1,1,1,4,331,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"138",4,9813127,9826741,1,1,1,258,2,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"139",4,9813127,9826741,1,1,1,3,35,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"140",4,9813304,9818278,1,3,1,0,1,23,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"unique in 'seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab'"
"141",4,9813327,9826741,1,1,1,413,7,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"142",4,9813327,9826741,1,1,1,12,115,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"143",4,9813762,9826741,1,1,1,3,0,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (not vary much)"
"144",4,9813762,9826741,1,1,1,3,0,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (not vary much)"
"145",4,9813890,9822041,1,1,1,0,1,34,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"unique in 'seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab'"
"146",4,9813928,9816499,1,3,1,1,0,24,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"unique in 'seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab'"
"147",4,9813980,9826741,1,1,1,447,25,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"148",4,9813980,9826741,1,1,1,16,137,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"149",4,9814139,9826741,1,1,1,907,30,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"150",4,9814139,9826741,1,1,1,6,212,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"151",4,9814288,9822456,1,1,1,0,1,35,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"unique in 'seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab'"
"152",4,9814351,9822109,1,3,1,0,1,22,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"unique in 'seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab'"
"153",4,9814374,9826741,1,1,1,1710,52,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"154",4,9814374,9826741,1,1,1,15,516,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"155",4,9814428,9826741,1,1,1,0,1,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"unique in 'seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab'"
"156",4,9814630,9826741,1,1,1,9,425,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"157",4,9814630,9826741,1,1,1,0,147,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"158",4,9814812,9814923,1,1,1,0,1,8,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"unique in 'seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab'"
"159",4,9814812,9826741,1,1,1,647,13,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"160",4,9814812,9826741,1,1,1,17,213,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"161",4,9815057,9826741,1,1,1,1014,21,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"162",4,9815057,9826741,1,1,1,70,567,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"163",4,9815060,9826741,1,1,1,0,1,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (not vary much)"
"164",4,9815060,9826741,1,1,1,0,2,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (not vary much)"
"165",4,9815066,9826751,1,1,1,0,1,21,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"unique in 'seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab'"
"166",4,9815369,9826741,1,1,1,1,449,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"167",4,9815369,9826741,1,1,1,0,121,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"168",4,9815560,9826741,1,1,1,0,199,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (not vary much)"
"169",4,9815560,9826741,1,1,1,0,128,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (not vary much)"
"170",4,9815865,9826741,1,1,1,274,4,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"171",4,9815865,9826741,1,1,1,32,70,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"172",4,9816336,9826741,1,1,1,7,14,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"173",4,9816336,9826741,1,1,1,2,8,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"174",4,9816563,9826741,1,1,1,366,5,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"175",4,9816563,9826741,1,1,1,105,17,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"176",4,9817894,9826741,1,1,1,67,6,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"177",4,9817894,9826741,1,1,1,5,60,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"178",4,9818079,9826741,1,1,1,219,12,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"179",4,9818079,9826741,1,1,1,0,33,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"180",4,9818302,9826741,1,1,1,529,28,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"181",4,9818302,9826741,1,1,1,13,234,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"182",4,9818593,9819293,1,1,1,0,1,22,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"unique in 'seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab'"
"183",4,9818593,9826741,1,1,1,417,10,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"184",4,9818593,9826741,1,1,1,20,123,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"185",4,9819418,9826741,1,1,1,235,3,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"186",4,9819418,9826741,1,1,1,2,48,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"187",4,9819622,9826741,1,1,1,225,6,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"188",4,9819622,9826741,1,1,1,5,31,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"189",4,9819820,9826741,1,1,1,452,10,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"190",4,9819820,9826741,1,1,1,31,104,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"191",4,9820044,9826741,1,1,1,96,4,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"192",4,9820044,9826741,1,1,1,7,54,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"193",4,9820222,9826741,1,1,1,236,12,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"194",4,9820222,9826741,1,1,1,3,81,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"195",4,9820538,9826741,1,1,1,50,1,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"196",4,9820538,9826741,1,1,1,3,49,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"197",4,9820748,9822617,1,1,1,1,0,25,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"unique in 'seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab'"
"198",4,9820847,9826741,1,1,1,1033,31,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"199",4,9820847,9826741,1,1,1,41,1028,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"200",4,9821152,9823134,1,3,1,1,0,29,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"unique in 'seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab'"
"201",4,9821181,9826741,1,1,1,462,6,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"202",4,9821181,9826741,1,1,1,1,121,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"203",4,9821374,9826741,1,1,1,546,12,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"204",4,9821374,9826741,1,1,1,49,182,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"205",4,9821586,9826741,1,1,1,480,22,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"206",4,9821586,9826741,1,1,1,2,159,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"207",4,9821770,9826741,1,1,1,520,13,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"208",4,9821770,9826741,1,1,1,107,510,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"209",4,9821969,9826741,1,1,1,50,1,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"210",4,9821969,9826741,1,1,1,3,38,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"211",4,9822132,9826741,1,1,1,164,5,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"212",4,9822132,9826741,1,1,1,10,92,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"213",4,9822313,9826741,1,1,1,199,7,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"214",4,9822313,9826741,1,1,1,6,15,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"215",4,9822546,9826741,1,1,1,137,2,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"216",4,9822546,9826741,1,1,1,3,51,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"217",4,9822715,9826741,1,1,1,541,32,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"218",4,9822715,9826741,1,1,1,3,138,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"219",4,9822889,9826741,1,1,1,215,4,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"220",4,9822889,9826741,1,1,1,91,470,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"221",4,9823164,9826741,1,1,1,960,21,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"222",4,9823164,9826741,1,1,1,26,306,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"223",4,9823379,9826741,1,1,1,192,4,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"224",4,9823379,9826741,1,1,1,23,161,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"225",4,9823613,9826741,1,1,1,0,8,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (not vary much)"
"226",4,9823613,9826741,1,1,1,0,10,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (not vary much)"
"227",4,9823765,9826741,1,1,1,4,535,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"228",4,9823765,9826741,1,1,1,0,217,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"229",4,9823864,9826741,1,1,1,0,44,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (not vary much)"
"230",4,9823864,9826741,1,1,1,0,27,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (not vary much)"
"231",4,9824326,9826741,1,1,1,155,3,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"232",4,9824326,9826741,1,1,1,0,85,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"233",4,9825170,9826741,1,1,1,0,3,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (not vary much)"
"234",4,9825170,9826741,1,1,1,0,5,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (not vary much)"
"235",4,9825275,9826741,1,1,1,31,6746,31,"False","seq1.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"236",4,9825275,9826741,1,1,1,0,3392,31,"False","seq1.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"237",4,9807598,9809023,1,1,1,11,0,36,"True","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"238",4,9807598,9809023,1,1,1,0,3,36,"True","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"239",4,9807598,9809027,1,1,1,470,14,36,"True","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"240",4,9807598,9809027,1,1,1,7,206,36,"True","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"241",4,9807598,9809345,1,1,1,36,2,36,"True","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"242",4,9807598,9809345,1,1,1,2,20,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"243",4,9807598,9809515,1,1,1,0,1,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"unique in 'seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab'"
"244",4,9807598,9809519,1,1,1,0,4,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (not vary much)"
"245",4,9807598,9809519,1,1,1,0,3,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (not vary much)"
"246",4,9807598,9809543,1,1,1,20,468,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"247",4,9807598,9809543,1,1,1,1,220,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"248",4,9807598,9809726,1,1,1,708,37,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"249",4,9807598,9809726,1,1,1,5,368,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"250",4,9807598,9811174,1,1,1,0,14,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (not vary much)"
"251",4,9807598,9811174,1,1,1,0,13,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (not vary much)"
"252",4,9807598,9811237,1,1,1,25,464,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"253",4,9807598,9811237,1,1,1,1,300,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"254",4,9807598,9811457,1,1,1,2314,97,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"255",4,9807598,9811457,1,1,1,18,621,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"256",4,9807598,9813002,1,1,1,395,13,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"257",4,9807598,9813002,1,1,1,2,35,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"258",4,9807598,9813198,1,1,1,680,23,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"259",4,9807598,9813198,1,1,1,26,174,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"260",4,9807598,9813834,1,1,1,3,0,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"unique in 'seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab'"
"261",4,9807598,9813855,1,1,1,759,33,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"262",4,9807598,9813855,1,1,1,30,188,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"263",4,9807598,9813979,1,1,1,0,1,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"unique in 'seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab'"
"264",4,9807598,9814014,1,1,1,2364,82,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"265",4,9807598,9814014,1,1,1,16,404,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"266",4,9807598,9814227,1,1,1,19,1,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"267",4,9807598,9814227,1,1,1,6,99,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"268",4,9807598,9814252,1,1,1,3917,228,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"269",4,9807598,9814252,1,1,1,36,985,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"270",4,9807598,9814457,1,1,1,0,2,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"unique in 'seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab'"
"271",4,9807598,9814491,1,1,1,0,24,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (not vary much)"
"272",4,9807598,9814491,1,1,1,0,7,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (not vary much)"
